Block Index,Storage Assignment (Mb) C = 1,Storage Assignment (Mb) C = 2,Storage Assignment (Mb) C = 3,Storage Assignment (Mb) C = 4,Storage Assignment (Mb) C = 5,Blockchain size (Mb)
29,0.3651657857142857,0.5028935714285714,0.70948525,0.8701676666666667,1.1915325,1.928189
30,0.3711437857142857,0.5119645714285714,0.72319575,0.8874866666666666,1.2160685,1.971491
31,0.37611414285714284,0.5207402857142858,0.7376795,0.90641,1.243871,2.024766
32,0.38319321428571435,0.5314934285714287,0.75394375,0.9269606666666667,1.2729945,2.076203
33,0.3901468571428572,0.5416467142857143,0.7688965,0.9456463333333334,1.299146,2.120998
34,0.3982545,0.553135,0.78545575,0.9661496666666666,1.3275375,2.168327
35,0.4055055714285714,0.5638561428571428,0.801382,0.9861243333333334,1.355609,2.216908
36,0.4117095,0.57394,0.81728575,1.0065546666666667,1.3850925,2.271227
37,0.41971285714285717,0.5872847142857143,0.8386425,1.034143,1.425144,2.346006
38,0.4270484285714286,0.5980298571428572,0.854502,1.0539803333333335,1.452937,2.39374
39,0.4406745714285714,0.6207001428571428,0.8907385,1.1007683333333336,1.520828,2.520358
40,0.4462462142857143,0.6293114285714286,0.90390925,1.1174853333333334,1.5446375,2.562913
41,0.4539230714285714,0.6414021428571428,0.92262075,1.1413463333333336,1.5787975,2.624707
